Winning Horse Name,Sire Name,Race Date,Track,Purse,Race Name,Grade,"Speed
Rating","Class 
Rating",,,,
Behrnik's Bank,Bank Heist,11-25-15,Penn National,"$75,000",Blue Mountain Juvenile Fillies S.,,103,119.2,,,,
Dirt Monster,Line of David,11-25-15,Zia Park,"$100,000",Zia Park Sprint S.,,101,119.5,,,,
Mobile Bay,Lone Star Special,11-25-15,Zia Park,"$200,000",Zia Park Derby,,100,119.6,,,,
Favorite Tale,Tale of the Cat,11-25-15,Penn National,"$200,000",Fabulous Strike H.,,97,120.4,,,,
Kingsport,Milwaukee Brew,11-25-15,Woodbine,"$125,000",Sir Barton S.,,97,117.7,,,,
Smack Smack,Closing Argument,11-25-15,Zia Park,"$150,000",Zia Park Championship H.,,93,120.2,,,,
Thirteen Arrows,Indian Charlie,11-25-15,Zia Park,"$100,000",Zia Park Distaff S.,,93,118.6,,,,
Lavender Chrissie,Scat Daddy,11-25-15,Zia Park,"$300,000",Zia Park Oaks,,93,118.6,,,,
Gold Boundry,Quinton's Gold,11-25-15,Zia Park,"$140,000",Eddy County S.,,81,115.6,,,,
Heart to Heart,English Channel,11-26-15,Churchill Downs,"$100,000",River City H.,3,100,121.2,,,,
Ahh Chocolate,Candy Ride (ARG),11-26-15,Churchill Downs,"$200,000",Falls City H.,2,99,120.2,,,,
Green Gratto,Here's Zealous,11-26-15,Aqueduct,"$250,000",Fall Highweight H.,3,98,120.4,,,,
Control Stake,Discreetly Mine,11-26-15,Fair Grounds,"$60,000",Thanksgiving H.,,98,119.2,,,,
Constellation,Bellamy Road,11-26-15,Aqueduct,"$150,000",Furlough S.,,96,119.9,,,,
The Pizza Man,English Channel,11-26-15,Del Mar,"$250,000",Hollywood Turf Cup S.,2,93,120.4,,,,
Effinex,Mineshaft,11-27-15,Churchill Downs,"$500,000",Clark H.,1,104,121.9,,,,
Almasty,Scat Daddy,11-27-15,Churchill Downs,"$100,000",Commonwealth Turf S.,3,98,121.8,,,,
Taris,Flatter,11-27-15,Aqueduct,"$300,000",Go for Wand H.,3,98,121.2,,,,
Midnight Storm,Pioneerof the Nile,11-27-15,Del Mar,"$250,000",Seabiscuit H.,2,97,120,,,,
Super Saks,Sky Mesa,11-27-15,Churchill Downs,"$80,000",Dream Supreme S.,,93,120.6,,,,
Jan's Reserve,Ready's Image,11-27-15,Aqueduct,"$150,000",King's Swan S.,,91,119.2,,,,
Royal Lion,Kitalpha,11-27-15,Remington Park,"$75,000",Don C. McNeill S.,,84,115.6,,,,
Go No Go,Archarcharch,11-27-15,Remington Park,"$75,000",Slide Show S.,,69,112.6,,,,
Commissioner,A.P. Indy,11-28-15,Hawthorne,"$250,000",Hawthorne Gold Cup H.,2,110,122,,,,
Dortmund,Big Brown,11-28-15,Del Mar,"$150,000",Native Diver S.,3,105,121.8,,,,
Forever Unbridled,Unbridled's Song,11-28-15,Aqueduct,"$300,000",Comely S.,3,103,121.3,,,,
Mohaymen,Tapit,11-28-15,Aqueduct,"$300,000",Remsen S.,2,102,119.4,,,,
Full Salute,Speightstown,11-28-15,Gulfstream Park West,"$75,000",Buffalo Man S.,,97,116.4,,,,
Recount,Limehouse,11-28-15,Hawthorne,"$50,000",Blackhawk H.,,96,119.4,,,,
Tonalist,Tapit,11-28-15,Aqueduct,"$670,000",Cigar Mile H.,1,96,121.9,,,,
Carina Mia,Malibu Moon,11-28-15,Churchill Downs,"$200,000",Golden Rod S.,2,96,120.7,,,,
Airoforce,Colonel John,11-28-15,Churchill Downs,"$200,000",Kentucky Jockey Club S.,2,96,120.2,,,,
Adrianne G,Indygo Shiner,11-28-15,Fair Grounds,"$50,000",Battle of New Orleans S.,,95,116.4,,,,
Chiropractor,Kitten's Joy,11-28-15,Del Mar,"$300,000",Hollywood Derby,1,94,119.3,,,,
Rafting,Tapit,11-28-15,Gulfstream Park West,"$75,000",Smooth Air S.,,93,116.9,,,,
Amis Gizmo,Giant Gizmo,11-28-15,Woodbine,"$125,000",Kingarvie S.,,91,117.3,,,,
Swagger Jagger,Crown of Thorns,11-28-15,Gulfstream Park West,"$75,000",Pulpit S.,,91,116.2,,,,
Geppetto,Mercer Mill,11-28-15,Mahoning Valley,"$75,000",Ruff/Kirchberg Memorial H.,,91,115,,,,
Az Ridge,Toccet,11-28-15,Turf Paradise,"$35,000",Walter R. Cluer Memorial S.,,91,117,,,,
Ballet Diva,Hear No Evil,11-28-15,Gulfstream Park West,"$75,000",House Party S.,,90,117.1,,,,
Lewis Bay,Bernardini,11-28-15,Aqueduct,"$300,000",Demoiselle S.,2,87,116.5,,,,
Family Meeting,Sky Mesa,11-28-15,Del Mar,"$100,000",Jimmy Durante S.,3,87,117.3,,,,
Puntsville,Cashel Castle,11-28-15,Hawthorne,"$50,000",Pershing H.,,87,117.8,,,,
Code Warrior,Society's Chairman,11-28-15,Golden Gate Fields,"$50,000",Golden Gate Debutante S.,,86,117.9,,,,
Hip Ninety Three,Harlington,11-28-15,Turf Paradise,"$35,000",Queen of the Green S.,,85,114.7,,,,
Lira,Giant's Causeway,11-28-15,Gulfstream Park West,"$75,000",Wait a While S.,,84,115.7,,,,
Sparkles' Girl,Society's Chairman,11-28-15,Woodbine,"$150,000",Ontario Lassie S.,,83,115.5,,,,
Bella Flor,Eurosilver,11-28-15,Gulfstream Park West,"$75,000",Hut Hut S.,,80,115.8,,,,
Stormy Lucy,Stormy Atlantic,11-29-15,Del Mar,"$300,000",Matriarch S.,1,98,120.7,,,,
Melmich,Wilko,11-29-15,Woodbine,"$150,000",Valedictory S.,3,98,123.5,,,,
Loki's Vengeance,Frost Giant,11-29-15,Aqueduct,"$125,000",New York Stallion Series S.,,97,119.5,,,,
Poshsky,Vronsky,11-29-15,Golden Gate Fields,"$100,000",Berkeley H.,3,93,118.5,,,,
Dressed in Hermes,Hat Trick (JPN),11-29-15,Del Mar,"$100,000",Cecil B. DeMille S.,3,91,117.7,,,,
Don't Be So Salty,Tiz Wonderful,11-29-15,Woodbine,"$125,000",Display S.,,90,116.4,,,,
Successful Native,Successful Appeal,12-05-15,Gulfstream Park,"$110,000",Claiming Crown Canterbury S.,,103,117.7,,,,
Stallwalkin' Dude,City Place,12-05-15,Gulfstream Park,"$110,000",Claiming Crown Rapid Transit S.,,102,121.5,,,,
Cathryn Sophia,Street Boss,12-05-15,Laurel Park,"$100,000",Gin Talking S.,,102,121.4,,,,
Bird of Trey,Birdstone,12-05-15,Parx Racing,"$100,000",Pennsylvania Nursery S.,,99,119.3,,,,
Room for Me,Harlington,12-05-15,Aqueduct,"$100,000",Garland of Roses S.,,98,121,,,,
Lady Sabelia,Majestic Warrior,12-05-15,Laurel Park,"$100,000",Willa On the Move S.,,98,119.3,,,,
Runs With Bulls,Flashy Bull,12-05-15,Gulfstream Park,"$110,000",Claiming Crown Iron Horse S.,,95,119.4,,,,
Quiet Kitten,Kitten's Joy,12-05-15,Gulfstream Park,"$125,000",Claiming Crown Tiara S.,,95,119.6,,,,
Royal Posse,Posse,12-05-15,Gulfstream Park,"$200,000",Claiming Crown Jewel S.,,94,121.5,,,,
Silver Sashay,Eurosilver,12-05-15,Gulfstream Park,"$110,000",Claiming Crown Distaff Dash S.,,93,116.7,,,,
Key to Power,A.P. Indy,12-05-15,Gulfstream Park,"$125,000",Claiming Crown Emerald S.,,93,120.3,,,,
Doddsprivatelabel,Suave,12-05-15,Gulfstream Park,"$110,000",Claiming Crown Express S.,,93,117.4,,,,
Vorticity,Distorted Humor,12-05-15,Laurel Park,"$100,000",Marylander S.,,91,117.8,,,,
Moonshine Promise,Will He Shine,12-05-15,Gulfstream Park,"$110,000",Claiming Crown Glass Slipper S.,,89,119.3,,,,
Spanish Pipedream,Scat Daddy,12-05-15,Turfway Park,"$50,000",Holiday Inaugural S.,,87,117.6,,,,
Mana Strike,Papa Clem,12-05-15,Golden Gate Fields,"$75,000",Gold Rush S.,,83,116.7,,,,
Coolidge,El Mirage,12-05-15,Turf Paradise,"$50,000",Arizona Breeders' Futurity,,82,112.1,,,,
My Pardner Cal,Big Atlantic,12-05-15,Mahoning Valley,"$75,000",Joshua Radosevich Memorial S.,,81,112.9,,,,
Deniro's Saint,Saints n' Sinners,12-05-15,Mahoning Valley,"$75,000",Bobbie Bricker Memorial H.,,79,112.8,,,,
Roo's Valentine,Vronsky,12-05-15,Los Alamitos TB,"$100,000",Soviet Problem S.,,79,118.5,,,,
Silver Lode,Cashel Castle,12-05-15,Hawthorne,"$50,000",Pat Whitworth Illinois Debutante S.,,76,113.4,,,,
Heidi's in Charge,Ez Dreamer,12-05-15,Turf Paradise,"$50,000",Arizona Breeders' Futurity,,71,109.6,,,,
Buggin Out,Indy,12-11-15,Fair Grounds,"$57,000",Magic City Classic S.,,83,113.4,,,,
The Pickett Factor,Gold Tribute,12-12-15,Fair Grounds,"$150,000",Louisiana Champions Day Classic S.,,107,121.3,,,,
Valid,Medaglia d'Oro,12-12-15,Gulfstream Park,"$100,000",Harlan's Holiday S.,,106,121.8,,,,
Cali Star,Street Cry (IRE),12-12-15,Gulfstream Park,"$100,000",Rampart S.,3,99,120.3,,,,
Reporting Star,Circular Quay,12-12-15,Gulfstream Park,"$100,000",El Prado S.,,96,119.7,,,,
Watch My Smoke,Leestown,12-12-15,Fair Grounds,"$50,000",Louisiana Champions Day Starter H.,,96,117.5,,,,
Jockamo's Song,Half Ours,12-12-15,Fair Grounds,"$100,000",Louisiana Champions Day Sprint S.,,95,117.8,,,,
Saythreehailmary's,Repent,12-12-15,Aqueduct,"$100,000",Bay Ridge S.,,94,118.9,,,,
Street Fancy,Street Sense,12-12-15,Los Alamitos TB,"$300,000",Starlet S.,1,94,120.3,,,,
Tuttipaesi (IRE),Clodovil (IRE),12-12-15,Gulfstream Park,"$100,000",South Beach S.,,93,119.6,,,,
Found Money,Square Eddie,12-12-15,Los Alamitos TB,"$100,000",King Glorious S.,,92,117.9,,,,
Hot Zapper,Ghostzapper,12-12-15,Fair Grounds,"$100,000",Louisiana Champions Day Turf S.,,90,116.6,,,,
Pacific Pink,Private Vow,12-12-15,Fair Grounds,"$100,000",Louisiana Champions Day Ladies S.,,88,117.8,,,,
Sea Vow,Private Vow,12-12-15,Fair Grounds,"$100,000",Louisiana Champions Day Juvenile S.,,87,115.7,,,,
Platinum Lady,Half Ours,12-12-15,Fair Grounds,"$100,000",Louisiana Champions Day Ladies Sprint S.,,87,117.3,,,,
Richie the Bull,Benny the Bull,12-12-15,Hawthorne,"$50,000",Jim Edgar Illinois Futurity,,85,116.4,,,,
Aye a Song,Fiber Sonde,12-12-15,Charles Town,"$50,000",Eleanor Casey Memorial S.,,82,115.4,,,,
Aunt Nellie,Musket Man,12-12-15,Fair Grounds,"$100,000",Louisiana Champions Day Lassie S.,,81,115.8,,,,
Circling (IRE),Galileo (IRE),12-13-15,Golden Gate Fields,"$50,000",Miss America S.,,89,118.4,,,,
Cassatt,Tapit,12-13-15,Remington Park,"$100,000",She's All In H.,,89,119.6,,,,
Discreetness,Discreet Cat,12-13-15,Remington Park,"$250,000",Remington Springboard Mile S.,,87,116.4,,,,
My Master Plan,Oratory,12-13-15,Remington Park,"$100,000",Trapeze S.,,87,116.7,,,,
Delancy,Primary Suspect,12-13-15,Remington Park,"$50,000",Jim Thorpe S.,,81,113.9,,,,
Bella Paella,Bellamy Road,12-13-15,Remington Park,"$50,000",Useeit S.,,80,116.1,,,,
Oh Baby Oh Baby,Orientate,12-18-15,Delta Downs,"$65,000",Lookout S.,,88,119.3,,,,
X Y Jet,Kantharos,12-19-15,Gulfstream Park,"$100,000",Mr. Prospector S.,3,111,124.1,,,,
Solemn Tribute,Medaglia d'Oro,12-19-15,Gulfstream Park,"$75,000",Tropical Park Derby,,105,118.3,,,,
Financial Modeling,Street Sense,12-19-15,Aqueduct,"$100,000",Queens County S.,,103,122.1,,,,
Richies Sweetheart,Bring the Heat,12-19-15,Tampa Bay Downs,"$100,000",Lightning City S.,,97,117.5,,,,
Dac,Distorted Humor,12-19-15,Turfway Park,"$50,000",Prairie Bayou S.,,97,122,,,,
Eagle,Candy Ride (ARG),12-19-15,Fair Grounds,"$60,000",Tenacious S.,,97,119.6,,,,
Mor Spirit,Eskendereya,12-19-15,Los Alamitos TB,"$350,000",Los Alamitos Futurity,1,96,119.8,,,,
Deep Bottom,Lone Star Special,12-19-15,Delta Downs,"$65,000",B-Connected S.,,94,117.9,,,,
Ibaka,Uncle Abbie,12-19-15,Fair Grounds,"$60,000",Buddy Diliberto Memorial S.,,94,119.4,,,,
Alsono,Limehouse,12-19-15,Sunland Park,"$65,000",KLAQ H.,,94,118.4,,,,
Kitten's Dumplings,Kitten's Joy,12-19-15,Fair Grounds,"$60,000",Blushing K. D. S.,,92,118,,,,
Ishaq,Harlan's Holiday,12-19-15,Tampa Bay Downs,"$100,000",Inaugural S.,,90,116.5,,,,
Cash Control,Pioneerof the Nile,12-19-15,Fair Grounds,"$50,000",Tiffany Lass S.,,89,117.8,,,,
Taylors Angiel,Private Vow,12-19-15,Fair Grounds,"$50,000",Sugar Bowl S.,,87,116,,,,
Hidden Treat,Lemon Drop Kid,12-19-15,Tampa Bay Downs,"$100,000",Sandpiper S.,,86,114.3,,,,
Tammy the Torpedo,More Than Ready,12-19-15,Gulfstream Park,"$75,000",Tropical Park Oaks,,85,118.2,,,,
Above Fashion,Paddy O'Prado,12-19-15,Fair Grounds,"$50,000",Letellier Memorial S.,,82,113.9,,,,
Thermal,Attila's Storm,12-20-15,Sunland Park,"$85,000",Johnie L. Jamison H.,,90,116.5,,,,
Frosty Margarita,Frost Giant,12-20-15,Aqueduct,"$150,000",New York Stallion Series S.,,88,119.3,,,,
My Bikini Fell Off,Elusive Jazz,12-20-15,Sunland Park,"$85,000",New Mexico State Racing Commission H.,,81,114.9,,,,
Runhappy,Super Saver,12-26-15,Santa Anita Park,"$300,000",Malibu S.,1,107,122.5,,,,
Best Behavior,Into Mischief,12-26-15,Gulfstream Park,"$100,000",Sugar Swirl S.,3,103,120.5,,,,
Green Gratto,Here's Zealous,12-26-15,Aqueduct,"$100,000",Gravesend S.,,102,121.6,,,,
Always Sunshine,West Acre,12-26-15,Laurel Park,"$100,000",Dave's Friend S.,,101,119.4,,,,
Noteworthy Peach,Read the Footnotes,12-26-15,Laurel Park,"$50,000",Jennings H.,,97,120.3,,,,
Birdatthewire,Summer Bird,12-26-15,Santa Anita Park,"$300,000",La Brea S.,1,97,121.8,,,,
Toowindytohaulrox,Harlan's Holiday,12-26-15,Santa Anita Park,"$100,000",Daytona S.,3,96,118.7,,,,
Thirteen Arrows,Indian Charlie,12-26-15,Fair Grounds,"$60,000",Pan Zareta S.,,96,119.4,,,,
Om,Munnings,12-26-15,Santa Anita Park,"$200,000",Mathis Brothers Mile S.,2,95,120.3,,,,
Athena,Street Sense,12-26-15,Laurel Park,"$100,000",Thirty Eight Go Go S.,,95,119.1,,,,
Bullards Alley,Flower Alley,12-26-15,Fair Grounds,"$75,000",Woodchopper S.,,95,116.8,,,,
Charming Kitten,Kitten's Joy,12-26-15,Gulfstream Park,"$100,000",W. L. McKnight H.,3,93,120.1,,,,
Fila Primera,War Front,12-26-15,Fair Grounds,"$75,000",Pago Hop S.,,88,115.8,,,,
Bryn's Fancy Pants,Southwestern Heat,12-26-15,Sunland Park,"$85,000",LaSenora S.,,87,117.9,,,,
Look Who's Talking,Cape Blanco (IRE),12-26-15,Laurel Park,"$50,000",Maryland Juvenile Filly Championship S.,,87,115.6,,,,
Goldy Espony (FR),Vespone (IRE),12-26-15,Gulfstream Park,"$100,000",La Prevoyante H.,3,86,120.1,,,,
Ravenheart,Dance With Ravens,12-26-15,Laurel Park,"$50,000",Maryland Juvenile Futurity,,86,115.3,,,,
Extinct Charm,American Lion,12-26-15,Aqueduct,"$100,000",Damon Runyon S.,,78,114.9,,,,
Arizona Moon,Macho Uno,12-26-15,Turf Paradise,"$35,000",Lost in the Fog Juvenile S.,,75,113.5,,,,
Protective Shield,Lookin At Lucky,12-26-15,Turf Paradise,"$35,000",Arizona Juvenile Fillies S.,,74,115.7,,,,
Gender Agenda (GB),Holy Roman Emperor (IRE),12-27-15,Santa Anita Park,"$100,000",Robert J. Frankel S.,3,97,119.6,,,,
Belvoir Bay (GB),Equiano (FR),12-27-15,Santa Anita Park,"$75,000",Blue Norther S.,,95,118.9,,,,
Jewel of a Cat,Wildcat Heir,12-27-15,Gulfstream Park,"$75,000",Windley Key S.,,94,117.8,,,,
Sudden Surprise,Giant Surprise,12-27-15,Aqueduct,"$150,000",New York Stallion Series S.,,91,117.5,,,,
Absatootly,Mineshaft,12-27-15,Aqueduct,"$100,000",East View S.,,79,115.7,,,,
Sunday Rules,Tribal Rule,12-30-15,Santa Anita Park,"$75,000",Kalookan Queen S.,,96,120.2,,,,
Empire Dreams,Patriot Act,12-31-15,Aqueduct,"$100,000",Alex M. Robb S.,,96,119,,,,
Half Cajun,Half Ours,12-31-15,Fair Grounds,"$96,970",Louisiana Futurity,,90,118.1,,,,
Path of David,Istan,12-31-15,Santa Anita Park,"$75,000",Eddie Logan S.,,87,116.8,,,,
Smittys Cougar,Half Ours,12-31-15,Fair Grounds,"$96,970",Louisiana Futurity,,87,117.3,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
